Scenario ID,Employee Search Query,Scenario Family,Edge Case Tags,Difficulty,Answerability,Intent Count,Archetype,Target Family ID,Target Instance ID,Construction,Generator Version,Generator Seed
Q20894,range spread by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - compensation actuals by region - quarterly,R1740,"{""base_query"": ""range spread by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20895,term details by worker data history,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - terminations by month - summary,R3681,"{""base_query"": ""termination details by worker data history"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""termination->term""]}",2.0.0,20260804
Q20896,EE by compensation,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - merit review by company,R2135,"{""base_query"": ""employee by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20897,employing company by set up comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - merit plan setup by plan - historical,R2999,"{""base_query"": ""employing company by set up compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20898,legal entity by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,osv-salary range by company - quarterly,R0389,"{""base_query"": ""legal entity by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20899,legal entity by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,dax annual compensation by company - current,R2123,"{""base_query"": ""legal entity by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20900,employing company by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,hcm allowance by manager - monthly,R1343,"{""base_query"": ""employing company by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20901,mgmt organization by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - employee contact by region,R3604,"{""base_query"": ""management organization by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""management->mgmt""]}",2.0.0,20260804
Q20902,EEs by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,employee assignment by country - monthly,R2216,"{""base_query"": ""employees by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employees->EEs""]}",2.0.0,20260804
Q20903,org by business process,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - rescinds by organization - quarterly,R2025,"{""base_query"": ""organization by business process"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""organization->org""]}",2.0.0,20260804
Q20904,org by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - employee identifier by company - quarterly 2025,R1530,"{""base_query"": ""organization by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""organization->org""]}",2.0.0,20260804
Q20905,where does each EE work by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - worker demographics by manager - current,R2683,"{""base_query"": ""where does each employee work by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20906,EEs by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - approvals by assignee - summary,R1857,"{""base_query"": ""employees by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employees->EEs""]}",2.0.0,20260804
Q20907,candidate application by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - agency activity by recruiter - audit,R0388,"{""base_query"": ""candidate application by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20908,annual salary by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,cr_compensation statement by manager - summary,R0005,"{""base_query"": ""annual salary by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20909,EE by worker data history,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - headcount by manager - ytd,R3432,"{""base_query"": ""employee by worker data history"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20910,EE by staffing history,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,cr_mobility events by worker type,R1385,"{""base_query"": ""employee by staffing history"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20911,EE by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - employee contact - detail,R2274,"{""base_query"": ""employee by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20912,yearly comp by compensation,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - annual compensation by employee type - audit,R3006,"{""base_query"": ""yearly compensation by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20913,recent starters by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - offer activity by recruiter - historical,R1484,"{""base_query"": ""recent starters by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20914,EE by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - compensation review 2026,R1776,"{""base_query"": ""employee by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp"", ""employee->EE""]}",2.0.0,20260804
Q20915,org by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,osv-employee identifier,R0897,"{""base_query"": ""organization by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""organization->org""]}",2.0.0,20260804
Q20916,EEs by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - manager hierarchy by worker type - current,R0448,"{""base_query"": ""employees by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employees->EEs""]}",2.0.0,20260804
Q20917,EEs by payroll,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,pay calculation,R3256,"{""base_query"": ""employees by payroll"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employees->EEs""]}",2.0.0,20260804
Q20918,where does each EE work by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - employee status by manager - monthly,R0251,"{""base_query"": ""where does each employee work by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20919,EE by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,dax employee assignment by company - ytd,R1260,"{""base_query"": ""employee by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20920,EEs by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - comp grade by manager - summary,R2459,"{""base_query"": ""employees by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp"", ""employees->EEs""]}",2.0.0,20260804
Q20921,employing company by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,cr_annual compensation by grade - detail,R2266,"{""base_query"": ""employing company by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20922,voluntary term by staffing history,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,hcm hire detail - quarterly v4,R3092,"{""base_query"": ""voluntary termination by staffing history"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""termination->term""]}",2.0.0,20260804
Q20923,job seekers by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,recruiting source by location - current,R3497,"{""base_query"": ""job seekers by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20924,EE by goals and reviews,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - goal progress by organization - historical,R0090,"{""base_query"": ""employee by goals and reviews"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20925,candidate application by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,applications,R0482,"{""base_query"": ""candidate application by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20926,application step by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - candidate pipeline by source,R2350,"{""base_query"": ""application step by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20927,annual earnings amount by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - compensation review by manager,R0490,"{""base_query"": ""annual earnings amount by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20928,where does each EE work by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,cr_employee status by company - monthly,R0235,"{""base_query"": ""where does each employee work by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20929,fixed pay by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,osv-compensation actuals by region - detail v4,R1395,"{""base_query"": ""fixed pay by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20930,annual salary by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - allowance by region - monthly,R0443,"{""base_query"": ""annual salary by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20931,org by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - worker roster,R3121,"{""base_query"": ""organization by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""organization->org""]}",2.0.0,20260804
Q20932,ta partner by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,dax applications by agency - audit,R2374,"{""base_query"": ""ta partner by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20933,job openings by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,hcm recruiting source by agency - dashboard,R3141,"{""base_query"": ""job openings by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20934,EEs by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,hcm employee identifier by organization,R0932,"{""base_query"": ""employees by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employees->EEs""]}",2.0.0,20260804
Q20935,EE by worker data history,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,hcm headcount by region - audit,R2761,"{""base_query"": ""employee by worker data history"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20936,supervisory team by orgs,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - development goals by organization - detail,R1230,"{""base_query"": ""supervisory team by organizations"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""organizations->orgs""]}",2.0.0,20260804
Q20937,applicant by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,candidate pipeline by location - historical,R3800,"{""base_query"": ""applicant by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20938,job seeker by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - recruiter activity by location v4,R2720,"{""base_query"": ""job seeker by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20939,employee by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,comp grade by region,R3400,"{""base_query"": ""employee by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20940,yearly comp by compensation,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - pay equity by region - current,R2316,"{""base_query"": ""yearly compensation by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20941,where does each EE work by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,worker roster by manager - historical,R1967,"{""base_query"": ""where does each employee work by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20942,legal entity by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - compensation actuals by company - dashboard,R3129,"{""base_query"": ""legal entity by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20943,mgmt org by worker data history,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,hcm workforce snapshot by business unit - current,R3241,"{""base_query"": ""management organization by worker data history"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""management->mgmt"", ""organization->org""]}",2.0.0,20260804
Q20944,EEs by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,cr_salary range by plan - current,R1485,"{""base_query"": ""employees by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp"", ""employees->EEs""]}",2.0.0,20260804
Q20945,annualized pay by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - pay equity - historical,R0519,"{""base_query"": ""annualized pay by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20946,work location by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - recruiting source by agency,R3446,"{""base_query"": ""work location by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20947,annualized pay by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - pay equity - historical,R0519,"{""base_query"": ""annualized pay by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20948,where does each EE work by jobs & positions,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,hcm open positions by location - monthly,R1799,"{""base_query"": ""where does each employee work by jobs & positions"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20949,EE by worker data history,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - historical workforce by region - summary,R0313,"{""base_query"": ""employee by worker data history"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20950,management org by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - active employee by location - summary,R1206,"{""base_query"": ""management organization by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""organization->org""]}",2.0.0,20260804
Q20951,job application by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - recruiting source by candidate stage,R3277,"{""base_query"": ""job application by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20952,fixed pay by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,bonus and one-time by region - copy,R2032,"{""base_query"": ""fixed pay by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20953,bosses by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,hcm compensation review by region - summary,R3748,"{""base_query"": ""bosses by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20954,candidate application by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - job posting by candidate stage - monthly (5),R1979,"{""base_query"": ""candidate application by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20955,workplace by orgs,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,hcm organization assignments by location - ytd,R2488,"{""base_query"": ""workplace by organizations"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""organizations->orgs""]}",2.0.0,20260804
Q20956,employing company by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,hcm comp grade by employee type - quarterly,R2767,"{""base_query"": ""employing company by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20957,team leader by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - bonus and one-time,R3271,"{""base_query"": ""team leader by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20958,EEs by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - worker location by country,R2981,"{""base_query"": ""employees by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employees->EEs""]}",2.0.0,20260804
Q20959,EEs by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - worker roster - summary,R1668,"{""base_query"": ""employees by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employees->EEs""]}",2.0.0,20260804
Q20960,work location by orgs,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,dax cost centers by location - historical,R3487,"{""base_query"": ""work location by organizations"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""organizations->orgs""]}",2.0.0,20260804
Q20961,hiring stage by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - recruiting source by candidate stage,R3277,"{""base_query"": ""hiring stage by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20962,EEs by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - manager hierarchy by company - quarterly - copy,R2438,"{""base_query"": ""employees by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employees->EEs""]}",2.0.0,20260804
Q20963,legal entity by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - comp grade by region v4,R0437,"{""base_query"": ""legal entity by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20964,team leader by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,hcm pay equity by plan - detail,R0675,"{""base_query"": ""team leader by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20965,employing company by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,hcm comp grade by employee type - quarterly,R2767,"{""base_query"": ""employing company by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20966,job seekers by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,applications by recruiter - audit,R3751,"{""base_query"": ""job seekers by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20967,term details by worker data history,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,worker trend by manager - detail,R0172,"{""base_query"": ""termination details by worker data history"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""termination->term""]}",2.0.0,20260804
Q20968,boss by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - compensation review by manager,R0490,"{""base_query"": ""boss by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20969,annual salary by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - annual compensation by employee type - audit,R3006,"{""base_query"": ""annual salary by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20970,mgmt org by jobs & positions,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - job profile by recruiter - audit,R3270,"{""base_query"": ""management organization by jobs & positions"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""management->mgmt"", ""organization->org""]}",2.0.0,20260804
Q20971,org by worker data history,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - employee movement by business unit - ytd,R2280,"{""base_query"": ""organization by worker data history"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""organization->org""]}",2.0.0,20260804
Q20972,annualized pay by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,comp grade by region,R3400,"{""base_query"": ""annualized pay by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20973,hiring req by jobs & positions,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,osv-vacant positions by company - monthly v2,R0418,"{""base_query"": ""hiring requisition by jobs & positions"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""requisition->req""]}",2.0.0,20260804
Q20974,annual salary by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - allowance by plan - dashboard,R3999,"{""base_query"": ""annual salary by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20975,candidate application by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,agency activity by job - audit,R2385,"{""base_query"": ""candidate application by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20976,job opening by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - open job requisitions - detail,R0204,"{""base_query"": ""job opening by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20977,org by business process,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - awaiting action by organization,R2293,"{""base_query"": ""organization by business process"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""organization->org""]}",2.0.0,20260804
Q20978,job opening by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - recruiter activity by agency - summary,R2309,"{""base_query"": ""job opening by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20979,candidate application by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - open job requisitions by agency - ytd,R0055,"{""base_query"": ""candidate application by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20980,salary by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - pay equity by company - current,R2734,"{""base_query"": ""salary by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20981,applicants by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,recruiting source by location - current,R3497,"{""base_query"": ""applicants by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20982,legal entity by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,cr_annual compensation by grade - detail,R2266,"{""base_query"": ""legal entity by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20983,org by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,dax employee identifier by region - monthly,R0087,"{""base_query"": ""organization by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""organization->org""]}",2.0.0,20260804
Q20984,EEs by worker data history,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - turnover by country - summary,R1221,"{""base_query"": ""employees by worker data history"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employees->EEs""]}",2.0.0,20260804
Q20985,former dept by staffing history,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - position changes by company 2026,R0789,"{""base_query"": ""former department by staffing history"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""department->dept""]}",2.0.0,20260804
Q20986,application step by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - job posting by agency,R0026,"{""base_query"": ""application step by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20987,org by orgs,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,dax business units by type - current,R2066,"{""base_query"": ""org by organizations"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""organizations->orgs""]}",2.0.0,20260804
Q20988,EEs by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - active employee by region - detail,R1442,"{""base_query"": ""employees by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employees->EEs""]}",2.0.0,20260804
Q20989,range spread by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - comp grade by grade - quarterly,R2737,"{""base_query"": ""range spread by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20990,EE by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - compensation statement by employee type - audit,R3516,"{""base_query"": ""employee by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp"", ""employee->EE""]}",2.0.0,20260804
Q20991,legal entity by set up comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,dax bonus plan setup by plan - current (5),R3424,"{""base_query"": ""legal entity by set up compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20992,job seeker by rec,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - job posting by source - quarterly,R0764,"{""base_query"": ""job seeker by recruiting"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""recruiting->rec""]}",2.0.0,20260804
Q20993,EE by payroll,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - earnings and deductions by earning v4,R1346,"{""base_query"": ""employee by payroll"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20994,mgmt org by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,hcm employee status by location - dashboard,R1319,"{""base_query"": ""management organization by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""management->mgmt"", ""organization->org""]}",2.0.0,20260804
Q20995,bosses by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,osv-salary range by manager - dashboard,R0384,"{""base_query"": ""bosses by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20996,org by worker data,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,osv-worker roster by company - dashboard,R0040,"{""base_query"": ""organization by worker data"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""organization->org""]}",2.0.0,20260804
Q20997,where does each EE work by jobs & positions,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,cr_position budget by job family - detail,R1538,"{""base_query"": ""where does each employee work by jobs & positions"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE""]}",2.0.0,20260804
Q20998,annual salary by comp,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,bonus and one-time by region - copy,R2032,"{""base_query"": ""annual salary by compensation"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""compensation->comp""]}",2.0.0,20260804
Q20999,where does each EE work by orgs,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,hcm supervisory organization by company - dashboard v3,R1652,"{""base_query"": ""where does each employee work by organizations"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""employee->EE"", ""organizations->orgs""]}",2.0.0,20260804
Q21000,org by orgs,acronym,acronym; surface_noise,Medium,Answerable,1,acronym,axis - supervisory organization by company,R1659,"{""base_query"": ""organization by organizations"", ""construction"": ""plain query + acronym surface noise"", ""noise"": [""organization->org"", ""organizations->orgs""]}",2.0.0,20260804
Q21001,work locaiton by worker data,misspelling,misspelling; surface_noise,Medium,Answerable,1,misspelling,cr_worker eligibility by region - audit,R2685,"{""base_query"": ""work location by worker data"", ""construction"": ""plain query + misspelling surface noise"", ""noise"": [""location->locaiton""]}",2.0.0,20260804
